ID,SRCIP,DSTIP,SRCPORT,DSTPORT,PROTOCOLID,RECEIVETIME
487,220.78.189.246,192.168.254.120,3669,3389,34,1462238093
488,192.168.17.94,123.138.158.209,40082,21,34,1462238093
489,106.75.137.208,192.168.254.113,62379,3389,34,1462238093
490,12.118.133.74,113.108.23.60,30076,8000,36,1462238093
491,12.118.71.134,192.168.1.254,62510,161,57,1462238093
492,173.254.204.201,192.168.254.192,3374,3389,34,1462238093
493,218.242.251.206,192.168.48.78,0,18465,36,1462238093
494,192.168.34.185,113.108.23.60,30385,8000,36,1462238093
495,192.168.48.138,119.147.20.75,30251,8000,36,1462238093
496,192.168.17.230,115.239.210.144,53052,80,58,1462238093
497,192.168.35.243,121.9.209.136,54492,80,58,1462238093
501,192.168.48.68,115.239.211.125,49554,80,58,1462238093
502,101.226.162.90,222.72.135.131,55050,80,58,1462238093
503,192.168.12.212,119.75.219.85,36206,80,58,1462238093
504,12.118.175.99,112.65.206.85,51400,8020,58,1462238093
505,111.206.61.180,222.72.135.140,55030,80,58,1462238093
506,12.118.6.86,12.118.2.201,2598,139,4,1462238093
507,192.168.4.172,114.80.157.46,58521,80,58,1462238093
508,192.168.32.21,122.228.22.171,50758,80,58,1462238093
509,192.168.32.157,61.164.153.93,2833,80,58,1462238093
510,106.75.137.208,192.168.254.113,62379,3389,34,1462238093
511,173.254.204.201,192.168.254.113,3018,3389,34,1462238093
512,192.168.2.226,134.170.188.232,1465,21,34,1462238093
513,173.254.204.201,192.168.254.61,1116,3389,34,1462238093
514,117.184.149.132,123.125.115.38,25316,80,58,1462238093
452,192.168.32.146,121.9.209.235,62493,80,58,1462238094
453,12.118.186.40,117.135.168.240,62841,80,58,1462238094
454,192.168.107.241,183.110.33.156,53077,80,58,1462238094
455,192.168.107.211,101.227.160.124,39106,80,58,1462238094
464,12.118.142.155,113.108.23.60,30077,8000,36,1462238094
465,218.242.149.111,36.32.95.22,39454,30191,36,1462238094
466,192.168.48.182,119.167.151.58,50904,80,58,1462238094
467,192.168.48.179,115.239.210.172,51805,80,58,1462238094
468,192.168.107.211,121.43.72.79,46154,13000,58,1462238094
469,192.168.107.211,140.207.54.68,49647,80,58,1462238094
470,192.168.225.82,115.239.210.144,49841,80,58,1462238094
471,192.168.32.146,58.61.39.234,62494,80,58,1462238094
472,192.168.48.116,115.239.210.172,54305,80,58,1462238094
473,192.168.54.52,180.149.144.107,51085,80,58,1462238094
474,192.168.71.224,115.239.210.82,2184,80,58,1462238094
475,192.168.201.12,112.65.206.85,40236,8020,58,1462238094
476,12.118.73.149,192.168.1.121,62758,161,57,1462238094
477,12.118.42.42,12.118.2.201,52326,135,34,1462238094
478,192.168.4.172,61.164.153.96,58595,80,58,1462238094
479,192.168.201.12,112.65.206.85,57191,8020,58,1462238094
480,101.230.193.53,61.135.186.213,50587,80,58,1462238094
481,12.118.223.214,12.118.0.198,61728,161,57,1462238094
482,12.118.172.69,192.168.7.10,49590,161,57,1462238094
483,12.118.73.149,192.168.1.121,62758,161,57,1462238094
484,192.168.12.212,61.135.186.213,36210,80,58,1462238094
485,173.254.204.201,192.168.254.43,4607,3389,34,1462238094
498,222.66.50.182,119.75.219.85,61537,80,58,1462238094
499,111.206.61.180,222.72.135.153,39796,80,58,1462238094
500,192.168.42.148,121.43.72.79,14742,13000,58,1462238094
515,192.168.48.116,180.149.131.24,54307,80,58,1462238094
531,12.118.3.124,114.112.68.150,59383,80,58,1462238094
532,12.118.73.149,192.168.1.121,62758,161,57,1462238094
533,192.168.12.212,119.75.219.85,36209,80,58,1462238094
534,173.254.204.201,192.168.254.43,4607,3389,34,1462238094
535,192.168.32.149,119.147.20.75,30342,8000,36,1462238094
536,218.242.149.111,117.87.248.6,18505,30290,36,1462238094
537,12.118.172.69,192.168.7.10,49590,161,57,1462238094
538,222.66.50.180,113.108.23.60,30096,8000,36,1462238094
539,12.118.21.104,121.9.209.188,65077,80,58,1462238094
540,192.168.17.94,218.195.24.6,40094,21,34,1462238094
541,106.75.137.208,192.168.254.113,49524,3389,34,1462238094
546,192.168.48.138,119.147.20.75,30918,8000,36,1462238094
547,173.254.204.201,192.168.254.113,4955,3389,34,1462238094
548,192.168.17.94,123.138.158.209,40093,21,34,1462238094
549,192.168.34.62,180.163.32.149,52682,80,58,1462238094
561,61.152.219.221,61.152.219.193,0,0,18,1462238094
562,222.66.50.183,119.75.217.109,26530,80,58,1462238094
563,12.118.172.69,192.168.7.10,49590,161,57,1462238094
564,12.118.173.51,143.166.147.101,49753,80,58,1462238094
565,101.230.193.52,119.147.20.75,17664,8000,36,1462238094
566,173.254.204.201,192.168.254.113,4955,3389,34,1462238094
567,106.75.137.208,192.168.254.113,49524,3389,34,1462238094
568,192.168.2.226,134.170.188.232,1471,21,34,1462238094
542,222.186.46.17,192.168.254.111,4917,3389,34,1462238095
543,101.230.193.55,123.125.115.38,21329,80,58,1462238095
544,117.184.149.131,163.177.66.143,29321,8000,36,1462238095
545,192.168.107.241,183.110.33.156,53080,80,58,1462238095
550,222.186.46.17,192.168.254.111,4917,3389,34,1462238095
551,101.230.193.52,182.254.5.162,56982,80,58,1462238095
552,101.230.193.50,143.166.147.101,55643,80,58,1462238095
553,12.118.29.56,220.181.111.21,53552,80,58,1462238095
554,192.168.107.211,182.254.5.162,36987,80,58,1462238095
555,101.230.193.52,115.239.211.125,2539,80,58,1462238095
556,222.66.50.180,119.75.219.85,21013,80,58,1462238095
557,12.118.12.60,12.118.2.189,1032,135,34,1462238095
558,222.66.50.182,123.125.115.38,10553,80,58,1462238095
559,12.118.76.244,180.97.177.59,1390,80,58,1462238095
560,101.230.193.52,61.155.138.151,11744,80,58,1462238095
569,192.168.107.211,101.227.169.168,57642,80,58,1462238095
570,192.168.32.99,61.164.153.97,61247,80,58,1462238095
571,12.118.172.71,113.108.23.60,30722,8000,36,1462238095
572,125.88.219.97,222.72.135.146,16737,80,58,1462238095
573,101.230.193.53,119.75.219.121,60297,80,58,1462238095
574,39.78.7.119,218.242.149.112,30220,48017,36,1462238095
575,12.118.2.189,12.118.76.118,445,2869,4,1462238095
578,192.168.2.226,134.170.188.232,1471,21,49,1462238095
579,101.230.193.55,115.238.246.168,49299,7002,58,1462238095
580,117.184.149.133,143.166.135.105,15079,80,58,1462238095
581,12.118.76.118,12.118.2.189,2869,445,34,1462238095
582,12.118.114.99,117.185.36.240,28940,5222,34,1462238095
584,192.168.30.241,61.155.138.156,26237,80,58,1462238095
585,58.247.9.13,125.39.211.54,23449,8000,36,1462238095
586,12.118.76.118,12.118.2.189,2869,445,4,1462238095
576,222.66.50.181,61.135.186.213,51962,80,58,1462238096
577,222.66.50.182,123.125.115.130,1972,80,58,1462238096
583,222.66.50.182,183.232.42.224,11524,80,58,1462238096
587,183.232.42.224,222.66.50.182,80,11524,58,1462238096
588,218.242.149.112,123.188.234.88,14584,30949,36,1462238096
589,140.206.182.226,121.14.74.192,18382,9910,36,1462238096
590,101.230.193.51,115.239.210.144,16131,80,58,1462238096
591,12.118.133.57,12.118.2.201,64795,135,34,1462238096
592,101.230.193.52,61.151.186.16,31079,80,58,1462238096
593,218.242.149.122,59.37.96.88,24887,80,58,1462238096
594,101.230.193.51,115.239.210.172,15756,80,58,1462238096
595,218.242.251.206,192.168.48.78,0,18465,36,1462238096
596,111.206.241.76,192.168.254.93,34299,80,58,1462238096
597,12.118.177.164,113.108.23.60,29919,8000,36,1462238096
598,222.66.50.183,119.75.219.85,50590,80,58,1462238096
599,218.242.149.112,180.168.41.175,31952,161,57,1462238096
600,218.242.149.112,180.168.41.175,31952,161,57,1462238096
601,58.247.9.17,123.125.115.112,42597,80,58,1462238096
602,192.168.6.168,61.164.153.94,57310,80,58,1462238096
603,61.152.219.222,123.125.210.133,3504,7709,34,1462238096
606,12.118.36.32,12.118.2.201,55741,135,34,1462238096
607,218.242.149.112,180.168.41.175,31952,161,57,1462238096
608,12.118.20.96,61.164.153.93,58692,80,58,1462238096
609,61.152.219.222,222.73.235.29,3492,7709,34,1462238096
610,61.152.219.222,112.65.206.79,3521,7709,34,1462238096
613,192.168.32.157,61.164.153.94,2899,80,58,1462238096
614,61.152.219.222,125.64.39.61,3499,7709,34,1462238096
516,220.78.189.246,192.168.254.120,1099,3389,34,1462238097
517,222.66.50.182,123.125.70.59,43548,80,58,1462238097
604,61.152.219.222,221.194.181.153,3512,7709,34,1462238097
605,222.66.50.181,123.125.70.59,1182,80,58,1462238097
611,61.152.219.222,182.131.3.237,3524,7709,34,1462238097
612,58.247.9.13,123.129.242.154,27064,80,58,1462238097
615,101.230.193.51,163.177.66.11,12612,80,58,1462238097
616,222.66.50.180,119.147.20.75,30319,8000,36,1462238097
617,12.118.160.81,115.239.210.82,57301,80,58,1462238097
618,173.254.204.201,192.168.254.61,1363,3389,34,1462238097
619,12.118.12.180,12.118.2.201,3796,135,34,1462238097
620,117.184.149.132,123.125.115.112,22248,80,58,1462238097
621,101.230.193.51,112.80.248.66,1184,80,58,1462238097
622,173.254.204.201,192.168.254.61,1363,3389,34,1462238097
623,192.168.32.157,61.164.153.93,2900,80,58,1462238097
624,12.118.64.138,113.108.23.60,30126,8000,36,1462238097
625,211.144.94.50,101.230.193.52,80,2401,34,1462238097
626,101.230.193.53,119.75.217.109,57853,80,58,1462238097
627,58.247.9.17,221.192.134.163,42982,80,58,1462238097
628,220.78.189.246,192.168.254.120,1099,3389,34,1462238097
630,12.118.223.246,12.118.98.102,24154,161,57,1462238097
631,12.118.180.135,114.80.173.42,4356,80,58,1462238097
518,12.118.4.31,12.118.2.201,51841,445,34,1462238098
519,12.118.21.104,183.60.209.34,65084,80,58,1462238098
520,61.152.219.222,218.75.34.90,1096,7002,58,1462238098
521,183.232.42.224,101.230.193.51,80,20903,58,1462238098
522,218.242.149.111,222.130.4.20,11984,30935,36,1462238098
523,218.242.149.112,125.39.211.54,33791,8000,36,1462238098
524,101.230.193.53,114.80.62.1,2570,80,58,1462238098
525,12.118.135.46,58.61.39.130,23329,80,58,1462238098
526,222.66.50.182,14.17.43.117,38187,80,58,1462238098
528,101.230.193.52,182.118.18.100,0,0,33,1462238098
629,101.230.193.51,211.144.71.48,1035,80,58,1462238098
632,192.168.107.211,121.43.72.79,59640,13000,58,1462238098
633,222.66.50.183,119.147.20.75,30185,8000,36,1462238098
527,192.168.82.189,119.147.20.75,30444,8000,36,1462238099
529,192.168.48.90,115.239.211.125,52399,80,58,1462238099
530,12.118.9.91,12.118.2.201,56500,445,4,1462238099
634,117.184.149.132,163.177.66.143,12511,8000,36,1462238099
635,12.118.2.201,12.118.9.91,445,56500,4,1462238099
636,12.118.4.193,115.239.210.82,50826,80,58,1462238099
637,222.72.135.131,222.72.135.131,0,0,18,1462238099
638,222.72.135.134,222.72.135.134,0,0,18,1462238099
639,222.72.135.138,222.72.135.138,0,0,18,1462238099
640,222.72.135.141,222.72.135.141,0,0,18,1462238099
641,222.72.135.145,222.72.135.145,0,0,18,1462238099
642,222.72.135.148,222.72.135.148,0,0,18,1462238099
643,222.72.135.151,222.72.135.151,0,0,18,1462238099
644,222.72.135.154,222.72.135.154,0,0,18,1462238099
645,222.72.135.156,222.72.135.156,0,0,18,1462238099
646,101.226.162.90,222.72.135.140,54807,80,58,1462238099
647,101.226.162.90,222.72.135.137,27560,80,58,1462238099
648,125.88.219.97,222.72.135.140,12449,80,58,1462238099
649,180.153.197.58,222.72.135.157,35795,80,58,1462238099
650,222.72.135.130,222.72.135.130,0,0,18,1462238099
651,222.72.135.133,222.72.135.133,0,0,18,1462238099
652,222.72.135.137,222.72.135.137,0,0,18,1462238099
653,222.72.135.140,222.72.135.140,0,0,18,1462238099
654,222.72.135.144,222.72.135.144,0,0,18,1462238099
655,101.230.193.53,123.125.70.59,1145,80,58,1462238099
656,101.230.193.51,123.127.243.152,2825,7709,34,1462238099
657,101.230.193.51,58.59.176.82,2827,7709,34,1462238099
658,222.66.50.181,117.141.119.78,2833,7709,34,1462238099
659,222.72.135.149,222.72.135.149,0,0,18,1462238099
660,12.118.9.91,12.118.2.201,56500,445,34,1462238099
661,12.118.77.141,103.15.200.121,51769,80,58,1462238099
662,12.118.9.91,12.118.2.201,56500,445,4,1462238099
663,222.72.135.132,222.72.135.132,0,0,18,1462238099
664,222.72.135.135,222.72.135.135,0,0,18,1462238099
665,222.72.135.139,222.72.135.139,0,0,18,1462238099
666,222.72.135.142,222.72.135.142,0,0,18,1462238099
667,222.72.135.146,222.72.135.146,0,0,18,1462238099
668,222.72.135.149,222.72.135.149,0,0,18,1462238099
669,222.72.135.152,222.72.135.152,0,0,18,1462238099
670,222.72.135.155,222.72.135.155,0,0,18,1462238099
671,222.72.135.157,222.72.135.157,0,0,18,1462238099
672,101.226.162.89,222.72.135.140,31422,80,58,1462238099
673,111.206.61.180,222.72.135.140,55030,80,58,1462238099
674,180.153.197.58,222.72.135.130,42203,80,58,1462238099
675,11.0.6.4,11.0.6.14,0,0,18,1462238099
676,222.72.135.131,222.72.135.131,0,0,18,1462238099
677,222.72.135.134,222.72.135.134,0,0,18,1462238099
678,222.72.135.138,222.72.135.138,0,0,18,1462238099
679,222.72.135.141,222.72.135.141,0,0,18,1462238099
680,222.72.135.145,222.72.135.145,0,0,18,1462238099
681,222.66.50.181,116.252.82.182,2823,7709,34,1462238099
682,101.230.193.51,219.159.248.52,2826,7709,34,1462238099
683,222.66.50.181,182.131.17.65,2831,7709,34,1462238099
684,222.72.135.147,222.72.135.147,0,0,18,1462238099
685,222.72.135.150,222.72.135.150,0,0,18,1462238099
686,180.153.197.58,222.72.135.140,55267,80,58,1462238099
687,11.0.6.20,11.0.6.20,0,0,18,1462238099
688,222.72.135.132,222.72.135.132,0,0,18,1462238099
689,222.72.135.135,222.72.135.135,0,0,18,1462238099
690,222.72.135.139,222.72.135.139,0,0,18,1462238099
691,222.72.135.142,222.72.135.142,0,0,18,1462238099
692,222.72.135.146,222.72.135.146,0,0,18,1462238099
693,101.230.193.51,119.147.42.29,2824,7709,34,1462238099
694,222.66.50.181,113.12.83.195,2828,7709,34,1462238099
695,222.66.50.181,182.131.17.66,2832,7709,34,1462238099
696,222.72.135.148,222.72.135.148,0,0,18,1462238099
697,222.72.135.151,222.72.135.151,0,0,18,1462238099
698,222.72.135.154,222.72.135.154,0,0,18,1462238099
699,222.72.135.157,222.72.135.157,0,0,18,1462238099
700,222.72.135.152,222.72.135.152,0,0,18,1462238099
701,222.72.135.155,222.72.135.155,0,0,18,1462238099
702,12.118.75.149,180.149.144.169,2016,80,58,1462238099
707,222.72.135.153,222.72.135.153,0,0,18,1462238099
708,222.72.135.156,222.72.135.156,0,0,18,1462238099
709,12.118.36.91,115.239.210.144,13822,80,58,1462238099
714,192.168.42.148,121.43.72.79,14762,13000,58,1462238099
715,222.72.135.130,222.72.135.130,0,0,18,1462238099
716,222.72.135.133,222.72.135.133,0,0,18,1462238099
717,222.72.135.137,222.72.135.137,0,0,18,1462238099
718,222.72.135.140,222.72.135.140,0,0,18,1462238099
719,222.72.135.144,222.72.135.144,0,0,18,1462238099
720,222.72.135.147,222.72.135.147,0,0,18,1462238099
721,222.72.135.150,222.72.135.150,0,0,18,1462238099
722,222.72.135.153,222.72.135.153,0,0,18,1462238099
723,101.230.193.53,123.125.115.130,1143,80,58,1462238099
724,180.153.197.58,222.72.135.137,59976,80,58,1462238099
725,101.226.162.89,222.72.135.157,56412,80,58,1462238099
726,125.88.219.97,222.72.135.151,48217,8080,58,1462238099
740,12.118.177.191,115.239.211.125,50589,80,58,1462238099
703,12.118.32.39,115.239.211.125,52121,80,58,1462238100
704,12.118.223.214,12.118.1.43,61728,161,57,1462238100
705,12.118.63.245,192.168.15.39,54836,161,57,1462238100
706,12.118.166.112,119.147.20.75,30823,8000,36,1462238100
710,192.168.77.126,123.125.115.38,2095,80,58,1462238100
711,12.118.223.214,12.118.1.112,61728,161,57,1462238100
712,12.118.63.245,192.168.15.39,54836,161,57,1462238100
713,12.118.160.217,119.167.151.56,4405,80,58,1462238100
727,218.242.149.122,120.39.57.81,12957,30128,36,1462238100
741,101.230.193.51,218.75.34.90,54592,7002,58,1462238100
742,12.118.63.245,192.168.15.39,54836,161,57,1462238100
743,12.118.223.214,12.118.1.191,61728,161,57,1462238100
744,173.254.204.201,192.168.254.192,1401,3389,34,1462238100
745,192.168.32.21,122.228.22.171,50771,80,58,1462238100
746,218.242.149.111,61.135.186.213,3475,80,58,1462238100
747,140.206.182.226,123.125.70.59,47631,80,58,1462238100
748,218.242.149.122,182.254.11.158,19403,80,58,1462238100
749,27.215.21.126,140.206.182.226,17008,59635,36,1462238100
750,27.194.16.105,180.166.140.68,30816,51270,36,1462238100
751,58.247.9.3,144.52.190.5,21099,35818,36,1462238100
752,123.188.234.88,218.242.149.112,30949,14584,36,1462238100
753,115.56.107.134,218.242.149.111,30303,3056,36,1462238100
754,173.254.204.201,192.168.254.192,1401,3389,34,1462238100
755,218.242.149.122,61.135.186.213,58683,80,58,1462238100
756,117.184.149.132,123.125.114.232,23139,80,58,1462238100
757,140.206.182.227,61.135.186.95,57109,80,58,1462238100
758,58.247.9.17,27.112.13.95,19523,26556,36,1462238100
759,12.118.160.217,122.143.5.22,4409,80,58,1462238100
760,36.32.95.22,218.242.149.111,30191,39454,36,1462238100
761,58.247.9.17,125.39.211.54,46689,8000,36,1462238100
762,119.189.37.30,180.166.140.84,30851,54743,36,1462238100
763,117.184.149.131,125.39.211.54,34915,8000,36,1462238100
764,117.184.149.132,112.90.143.121,9590,8000,36,1462238100
765,140.206.182.226,112.5.5.99,32251,30084,36,1462238100
766,12.118.98.102,12.118.223.246,1943,7100,36,1462238100
767,117.184.149.132,125.39.211.54,4239,8000,36,1462238100
768,140.206.182.226,119.179.64.97,54922,29919,36,1462238100
769,180.153.197.58,222.72.135.152,55658,80,58,1462238100
770,192.168.107.211,140.207.54.68,49647,80,58,1462238100
771,117.184.149.132,123.125.115.38,25316,80,58,1462238100
772,218.242.149.111,111.206.37.178,43540,80,58,1462238100
773,58.247.9.17,27.38.96.151,30108,30559,36,1462238100
774,101.230.193.52,218.242.102.153,5540,80,58,1462238100
775,58.247.9.3,60.183.112.113,31246,30092,36,1462238100
776,58.247.9.17,163.177.66.143,10254,8000,36,1462238100
777,119.181.102.185,180.166.140.67,30095,21378,36,1462238100
778,117.184.149.131,121.14.74.192,14985,9910,36,1462238100
779,117.184.149.131,163.177.66.143,29321,8000,36,1462238100
780,140.206.182.226,175.4.17.196,23808,30111,36,1462238100
781,12.118.223.246,12.118.98.102,7100,1943,36,1462238100
782,12.118.21.104,58.254.134.137,65087,80,58,1462238100
783,140.206.182.226,125.79.231.15,45498,30924,36,1462238100
784,218.242.149.112,112.90.143.121,45217,8000,36,1462238100
785,180.166.140.67,124.160.144.55,36111,30868,36,1462238100
786,180.166.140.67,202.203.40.173,41264,30325,36,1462238100
787,180.166.140.84,112.90.143.121,46063,8000,36,1462238100
788,218.242.149.111,163.177.66.143,46078,8000,36,1462238100
789,218.242.149.112,39.78.7.119,48017,30220,36,1462238100
790,218.242.149.122,119.147.20.75,39190,8000,36,1462238100
791,117.184.149.131,117.184.149.131,39442,39442,36,1462238100
792,218.242.149.111,218.58.102.20,56778,80,58,1462238100
793,218.242.149.122,192.168.31.189,36259,161,57,1462238100
794,218.242.149.112,180.168.41.175,31952,161,57,1462238100
795,192.168.40.227,115.239.210.27,43596,80,58,1462238100
796,140.206.182.226,202.113.55.147,16348,30275,36,1462238100
797,180.166.140.67,125.39.211.54,54491,8000,36,1462238100
798,180.166.140.68,27.194.16.105,51270,30816,36,1462238100
799,218.242.149.111,183.9.111.247,15375,30323,36,1462238100
800,183.9.111.247,218.242.149.111,30323,15375,36,1462238100
801,218.242.149.111,125.39.211.54,6648,8000,36,1462238100
802,218.242.149.122,125.39.30.128,3774,43008,36,1462238100
803,218.242.149.122,123.149.83.172,8833,30928,36,1462238100
804,140.206.182.226,140.206.182.226,11046,11046,36,1462238100
805,218.242.149.111,61.164.153.96,18579,80,58,1462238100
806,218.242.149.112,180.168.41.175,31952,161,57,1462238100
807,58.247.9.3,32.2.82.66,58671,161,57,1462238100
808,218.242.149.122,192.168.31.189,36259,161,57,1462238100
809,140.206.182.226,140.206.182.226,42869,42869,36,1462238100
810,140.206.182.226,54.182.2.139,31796,80,58,1462238100
817,218.242.149.122,112.90.143.121,43650,8000,36,1462238100
818,180.166.140.67,112.90.143.121,31887,8000,36,1462238100
819,180.166.140.67,222.175.103.42,13368,30023,36,1462238100
820,218.242.149.111,121.14.74.192,41795,9910,36,1462238100
821,218.242.149.111,115.56.107.134,3056,30303,36,1462238100
822,180.153.197.58,222.72.135.132,50918,80,58,1462238100
823,218.242.149.122,120.39.57.81,12957,30128,36,1462238100
824,58.247.9.17,58.247.9.17,10824,10824,36,1462238100
825,140.206.182.226,54.182.2.139,33046,80,58,1462238100
826,223.252.242.145,218.242.149.111,6250,25535,36,1462238100
827,218.242.149.122,192.168.31.189,36259,161,57,1462238100
828,114.80.234.195,101.230.193.50,80,50316,34,1462238100
829,218.242.149.112,180.168.41.175,31952,161,57,1462238100
830,180.165.173.43,58.247.9.13,30698,39322,36,1462238100
831,12.118.47.40,119.147.20.75,30361,8000,36,1462238100
838,218.242.149.111,60.6.185.219,27697,30712,36,1462238100
728,125.39.211.54,58.247.9.13,8000,23449,36,1462238101
729,192.168.48.117,115.239.210.144,52749,80,58,1462238101
730,222.66.50.183,202.130.235.189,2163,7709,34,1462238101
731,101.230.193.53,111.13.108.80,2165,7709,34,1462238101
732,222.66.50.183,112.124.212.20,2184,7709,34,1462238101
733,222.66.50.183,125.64.41.12,2167,7709,34,1462238101
734,222.66.50.183,218.25.17.12,2171,7709,34,1462238101
735,101.230.193.53,182.131.3.251,2177,7709,34,1462238101
736,101.230.193.53,182.118.47.154,2180,7709,34,1462238101
737,101.230.193.53,123.125.108.58,2183,7709,34,1462238101
738,101.230.193.53,42.123.69.59,2179,7709,34,1462238101
739,222.66.50.183,222.161.249.155,2176,7709,34,1462238101
811,218.242.149.112,121.14.74.192,32019,9910,36,1462238101
812,222.66.50.183,222.73.111.140,2164,7709,34,1462238101
813,101.230.193.53,202.102.74.12,2168,7709,34,1462238101
814,222.66.50.183,59.42.241.70,2172,7709,34,1462238101
815,218.242.149.112,112.90.143.121,54241,8000,36,1462238101
816,101.230.193.53,221.232.161.70,2169,7709,34,1462238101
832,218.242.149.122,125.39.211.54,37318,8000,36,1462238101
833,101.230.193.52,113.108.23.60,30815,8000,36,1462238101
834,101.230.193.53,60.28.29.69,2166,7709,34,1462238101
835,101.230.193.53,58.63.254.155,2175,7709,34,1462238101
836,117.184.149.131,117.184.149.131,39442,39442,36,1462238101
837,222.66.50.183,124.232.142.25,2182,7709,34,1462238101
839,12.118.51.49,111.13.101.204,2113,80,58,1462238101
840,58.247.9.17,58.247.9.17,8727,8727,36,1462238101
841,12.118.136.66,115.239.210.172,50251,80,58,1462238101
842,111.206.61.180,222.72.135.146,33004,80,58,1462238101
854,222.66.50.183,121.12.108.230,2181,7709,34,1462238101
855,101.230.193.51,119.75.218.70,0,0,33,1462238101
856,101.230.193.53,124.117.219.218,2173,7709,34,1462238101
857,101.230.193.50,183.134.20.74,54381,80,58,1462238101
858,117.184.149.131,163.177.66.143,29321,8000,36,1462238101
859,61.152.219.222,113.108.23.60,30835,8000,36,1462238101
924,192.168.201.12,180.96.49.51,43885,80,58,1462238101
925,192.168.17.230,123.125.115.38,53053,80,58,1462238101
926,222.66.50.181,115.239.210.27,23690,80,58,1462238101
927,12.118.10.65,12.118.2.189,50489,135,34,1462238101
843,12.118.223.214,12.118.1.43,61728,161,57,1462238102
844,58.247.9.17,27.38.96.151,30108,30559,36,1462238102
845,125.58.147.177,180.166.140.67,29919,11607,36,1462238102
846,222.173.56.25,12.118.167.126,5222,10027,34,1462238102
847,111.206.61.180,222.72.135.157,59718,80,58,1462238102
848,117.34.17.63,222.72.135.130,56699,80,58,1462238102
849,218.242.149.112,221.130.45.201,8534,80,58,1462238102
850,101.230.193.52,61.129.85.134,3150,80,58,1462238102
851,222.66.50.182,14.17.75.11,3142,7709,34,1462238102
852,222.66.50.182,61.128.122.112,3148,7709,34,1462238102
860,192.168.56.118,114.80.130.90,42741,80,58,1462238102
861,101.230.193.51,119.75.218.70,48069,80,58,1462238102
862,118.122.140.143,180.166.140.67,30075,31339,36,1462238102
863,180.166.140.67,183.160.69.213,30659,30482,36,1462238102
864,12.118.167.126,222.173.56.25,10027,5222,34,1462238102
865,111.206.61.180,222.72.135.130,36624,80,58,1462238102
866,125.39.211.54,140.206.182.227,8000,40971,36,1462238102
910,218.242.149.111,118.212.138.186,58348,80,58,1462238102
911,222.66.50.182,202.102.90.146,3143,7709,34,1462238102
912,222.66.50.182,125.39.116.241,3146,7709,34,1462238102
913,101.230.193.55,114.80.63.2,1415,7709,34,1462238102
928,192.168.136.121,119.167.151.57,53995,80,58,1462238102
929,218.242.149.112,125.39.211.54,33791,8000,36,1462238102
930,180.166.140.67,125.58.147.177,11607,29919,36,1462238102
931,183.160.69.213,180.166.140.67,30482,30659,36,1462238102
932,218.242.149.112,58.254.134.233,11111,80,58,1462238102
933,12.118.156.50,117.185.16.109,50490,80,58,1462238102
934,12.118.56.215,119.147.20.75,30689,8000,36,1462238102
935,101.230.193.52,61.129.85.130,3144,7709,34,1462238102
936,222.66.50.182,203.212.5.66,3145,7709,34,1462238102
937,101.230.193.52,221.194.181.145,3151,7709,34,1462238102
853,180.153.197.58,222.72.135.140,49619,80,58,1462238103
867,10.111.222.33,10.111.222.33,0,0,18,1462238103
868,101.230.193.55,210.22.9.230,1412,7709,34,1462238103
869,101.230.193.55,123.125.108.57,1422,7709,34,1462238103
870,101.230.193.55,123.125.108.87,1425,7709,34,1462238103
871,101.230.193.52,119.75.219.85,2419,80,58,1462238103
872,125.39.211.54,218.242.149.122,8000,37318,36,1462238103
873,218.242.149.122,1.56.84.18,59957,4070,36,1462238103
874,218.242.149.122,175.13.221.127,3050,30676,36,1462238103
875,125.39.211.54,218.242.149.112,8000,33791,36,1462238103
876,12.118.115.63,111.13.101.124,49378,80,58,1462238103
877,12.118.89.100,101.227.131.49,18406,80,58,1462238103
878,180.166.140.84,221.4.34.34,6820,43554,36,1462238103
879,180.166.140.84,124.229.213.74,33012,29919,36,1462238103
880,180.166.140.84,183.16.0.202,27869,29919,36,1462238103
881,180.166.140.84,61.135.186.213,60182,80,58,1462238103
882,180.153.197.58,222.72.135.151,53435,80,58,1462238103
883,12.118.176.142,115.239.210.82,54353,80,58,1462238103
884,101.230.193.55,58.210.106.91,1414,7709,34,1462238103
885,222.66.50.180,58.63.254.219,1420,7709,34,1462238103
886,222.66.50.180,58.63.254.247,1426,7709,34,1462238103
887,101.230.193.55,221.179.19.70,1429,7709,34,1462238103
888,222.66.50.183,123.125.115.38,4499,80,58,1462238103
889,218.242.251.206,192.168.226.36,0,10036,36,1462238103
890,222.66.50.180,218.59.186.76,2048,80,58,1462238103
891,101.230.193.55,111.13.92.75,48241,80,58,1462238103
892,218.242.149.122,219.159.196.84,30611,30986,36,1462238103
893,218.242.149.122,117.10.0.8,47321,31007,36,1462238103
894,218.242.149.122,119.178.173.94,25551,30321,36,1462238103
895,218.242.149.112,113.108.23.60,24418,9910,36,1462238103
896,12.118.154.171,115.239.210.82,2975,80,58,1462238103
897,180.166.140.84,114.112.93.56,4382,80,58,1462238103
898,218.242.149.122,221.216.226.219,42898,30556,36,1462238103
899,218.242.149.122,60.14.16.129,39607,30262,36,1462238103
900,218.242.149.122,125.126.98.184,6642,30189,36,1462238103
901,27.215.21.126,140.206.182.226,17008,59635,36,1462238103
902,113.108.23.60,218.242.149.112,9910,24418,36,1462238103
