ID,SRCIP,DSTIP,SRCPORT,DSTPORT,PROTOCOLID,RECEIVETIME
2437,218.242.149.111,222.141.53.65,58944,80,58,1462238130
2438,12.118.161.26,115.239.210.172,3985,80,58,1462238130
2439,192.168.32.157,61.164.153.93,2923,80,58,1462238130
2440,125.39.211.54,58.247.9.13,8000,23449,36,1462238130
2441,36.32.95.22,218.242.149.111,30191,39454,36,1462238130
2442,58.247.9.3,101.254.177.151,44585,30141,36,1462238130
2443,58.247.9.13,163.177.66.143,36858,8000,36,1462238130
2444,58.247.9.17,14.119.11.118,49647,29919,36,1462238130
2445,58.247.9.17,27.45.115.118,52266,30722,36,1462238130
2446,117.184.149.132,125.39.211.54,4239,8000,36,1462238130
2447,140.206.182.226,125.39.170.202,41916,5055,36,1462238130
2463,180.166.140.67,183.160.69.213,30659,30482,36,1462238130
2464,180.166.140.84,27.192.169.226,40848,30857,36,1462238130
2465,180.166.140.84,221.4.34.34,6820,43554,36,1462238130
2466,218.242.149.111,27.157.233.14,41412,30834,36,1462238130
2467,218.242.149.111,117.87.248.6,18505,30290,36,1462238130
2468,218.242.149.111,61.183.141.38,46132,30963,36,1462238130
2469,218.242.149.111,113.223.196.18,20629,29919,36,1462238130
2470,218.242.149.111,222.188.231.186,34291,30594,36,1462238130
2471,218.242.149.122,114.105.132.187,39335,30670,36,1462238130
2472,218.242.149.122,106.86.31.23,39887,30482,36,1462238130
2473,218.242.149.122,125.39.211.54,37318,8000,36,1462238130
2474,218.242.149.122,180.106.209.147,16746,56613,36,1462238130
2475,117.184.149.131,117.184.149.131,39442,39442,36,1462238130
2476,140.206.182.227,140.206.182.227,57803,57803,36,1462238130
2477,218.242.149.122,106.86.23.144,40527,30716,36,1462238130
2478,218.242.149.122,221.216.226.219,42898,30556,36,1462238130
2479,218.242.149.122,223.242.147.112,33707,30385,36,1462238130
2480,58.247.9.17,58.247.9.17,8727,8727,36,1462238130
2481,218.242.149.111,218.242.149.113,0,0,33,1462238130
2482,218.242.149.111,61.164.153.96,43461,80,58,1462238130
2483,180.166.140.84,169.254.152.96,33902,161,57,1462238130
2484,218.242.149.112,180.168.41.175,35441,161,57,1462238130
2485,58.247.9.13,111.206.37.104,37474,80,58,1462238130
2486,180.166.140.84,111.206.37.178,60483,80,58,1462238130
2491,12.118.6.79,12.118.2.189,3010,445,34,1462238130
2492,180.166.140.84,124.134.0.8,60210,30282,36,1462238130
2493,180.166.140.84,114.80.70.146,2968,30914,36,1462238130
2494,180.166.140.84,175.30.47.162,6632,30808,36,1462238130
2495,218.242.149.112,112.90.143.121,54241,8000,36,1462238130
2496,218.242.149.111,106.111.147.118,57713,29919,36,1462238130
2497,222.66.50.180,119.75.219.85,63643,80,58,1462238130
2498,218.242.149.111,125.39.211.54,1331,8000,36,1462238130
2499,218.242.149.112,123.188.234.88,14584,30949,36,1462238130
2500,218.242.149.122,106.7.204.82,14355,25284,36,1462238130
2501,218.242.149.122,114.100.17.157,24512,30849,36,1462238130
2502,218.242.149.122,219.159.196.84,30611,30986,36,1462238130
2503,140.206.182.226,140.206.182.226,42869,42869,36,1462238130
2504,12.118.4.76,115.239.211.125,60451,80,58,1462238130
2520,140.206.182.227,221.192.134.163,52109,80,58,1462238130
2521,218.242.149.112,180.168.41.175,35441,161,57,1462238130
2522,180.166.140.84,169.254.152.96,33902,161,57,1462238130
2523,218.242.149.112,58.254.134.233,11111,80,58,1462238130
2524,117.184.149.132,123.125.115.38,22258,80,58,1462238130
2548,140.206.182.226,54.182.2.139,31796,80,58,1462238130
2549,58.247.9.13,180.168.41.175,32943,161,57,1462238130
2550,218.242.149.112,180.168.41.175,35441,161,57,1462238130
2551,180.166.140.84,169.254.152.96,33902,161,57,1462238130
2552,58.247.9.13,111.206.37.178,15860,80,58,1462238130
2553,218.242.149.111,112.80.248.59,36584,80,58,1462238130
1703,180.166.140.84,14.119.23.252,28531,29919,36,1462238131
1704,180.166.140.84,123.13.51.5,35014,30164,36,1462238131
1705,180.166.140.84,113.58.130.237,21789,30790,36,1462238131
1706,101.230.193.51,119.75.219.85,19504,80,58,1462238131
1707,192.168.17.230,123.125.115.38,53054,80,58,1462238131
1708,12.118.160.217,121.9.209.131,4474,80,58,1462238131
1760,180.166.140.84,101.204.62.221,42680,30399,36,1462238131
2487,218.242.149.111,61.135.186.213,16250,80,58,1462238131
2488,218.242.149.112,112.65.228.162,34243,80,58,1462238131
2489,117.184.149.133,121.14.74.192,42432,9910,36,1462238131
2490,218.242.149.111,60.6.185.219,27697,30712,36,1462238131
2525,218.242.149.111,111.206.37.178,50950,80,58,1462238131
2526,218.242.149.111,123.125.114.232,4157,80,58,1462238131
2527,218.242.149.122,61.135.186.213,31493,80,58,1462238131
2528,58.247.9.17,58.247.9.17,8727,8727,36,1462238131
2529,12.118.76.167,12.118.2.189,64821,135,34,1462238131
2530,140.206.182.227,140.206.182.227,1787,1787,36,1462238131
2531,180.166.140.67,218.75.126.9,15416,7709,34,1462238131
2532,180.166.140.67,114.80.63.12,28216,7709,34,1462238131
2533,54.209.186.152,222.72.135.152,52526,80,58,1462238131
2534,12.118.8.40,12.118.2.189,2849,135,34,1462238131
2535,180.166.140.84,125.39.211.54,14182,8000,36,1462238131
2536,180.166.140.67,115.238.90.165,24148,7709,34,1462238131
2537,58.247.9.1,58.247.9.33,0,0,18,1462238131
2538,113.108.23.60,218.242.149.112,9910,24418,36,1462238131
2539,180.166.140.84,58.20.102.96,28448,30397,36,1462238131
2540,180.166.140.84,112.122.168.223,19178,30823,36,1462238131
2541,180.166.140.84,60.215.155.184,16733,30619,36,1462238131
2542,12.118.156.81,180.149.144.169,54831,80,58,1462238131
2543,218.242.149.111,175.150.71.173,37898,30564,36,1462238131
2544,12.118.160.217,111.7.132.99,4476,80,58,1462238131
2554,218.242.149.111,123.125.115.38,12028,80,58,1462238131
2555,218.242.149.112,123.125.115.112,30683,80,58,1462238131
2556,218.242.149.122,61.135.169.121,0,0,33,1462238131
2557,101.230.193.51,101.226.49.123,28589,80,58,1462238131
2558,180.166.140.67,123.125.114.232,40458,80,58,1462238131
2559,180.166.140.67,115.238.56.198,31591,7709,34,1462238131
2560,180.166.140.67,60.191.117.167,59898,7709,34,1462238131
2561,222.66.50.183,123.125.115.130,61366,80,58,1462238131
2577,180.166.140.84,173.174.86.178,33467,29919,36,1462238131
2578,180.166.140.84,222.132.32.107,15764,30585,36,1462238131
2579,180.166.140.84,115.237.178.158,22809,30013,36,1462238131
2580,218.242.149.112,112.90.143.121,8384,8000,36,1462238131
2581,218.242.149.122,125.39.211.54,54122,8000,36,1462238131
2582,180.166.140.67,123.125.115.112,6447,80,58,1462238131
2583,12.118.160.217,111.7.132.98,4481,80,58,1462238131
1709,12.118.154.158,122.228.73.138,57435,8601,34,1462238132
1710,12.118.154.158,36.110.137.198,57440,8601,34,1462238132
1711,192.168.48.90,115.239.210.144,52486,80,58,1462238132
1712,12.118.21.123,12.118.2.190,50269,445,34,1462238132
1713,12.118.62.44,61.164.155.131,50602,7709,34,1462238132
1714,222.66.50.180,222.66.50.161,51989,161,57,1462238132
1715,180.174.204.67,116.236.129.49,19936,19801,58,1462238132
1716,12.118.2.55,12.118.2.207,139,2900,4,1462238132
1717,12.118.155.72,116.207.114.214,1150,80,58,1462238132
1746,218.242.149.111,61.164.153.96,9569,80,58,1462238132
1747,12.118.2.190,12.118.21.123,445,50269,4,1462238132
1748,12.118.62.44,61.164.155.132,50603,7709,34,1462238132
1749,218.242.149.112,112.65.228.162,32426,80,58,1462238132
1750,12.118.155.72,122.224.33.89,1152,80,58,1462238132
1751,101.230.193.53,101.226.49.123,29807,80,58,1462238132
1752,117.184.149.133,221.192.134.163,56022,80,58,1462238132
1761,12.118.28.246,180.149.144.107,2014,80,58,1462238132
1762,192.168.20.181,61.135.186.213,54915,80,58,1462238132
1763,12.118.2.207,12.118.2.55,2900,139,4,1462238132
1764,12.118.155.72,103.15.200.123,1154,80,58,1462238132
1765,12.118.172.221,119.147.20.75,30861,8000,36,1462238132
1766,12.118.28.246,115.239.211.125,2015,80,58,1462238132
2545,192.168.4.172,61.164.153.96,58645,80,58,1462238132
2546,12.118.73.51,12.118.2.190,58227,135,34,1462238132
2547,117.184.149.133,140.207.135.38,28644,80,58,1462238132
2584,12.118.152.151,115.239.210.144,3705,80,58,1462238132
2585,12.118.30.82,112.124.210.201,62440,8020,58,1462238132
2586,140.206.182.226,54.182.2.139,4154,80,58,1462238132
2587,12.118.21.123,12.118.2.190,50269,445,4,1462238132
2588,12.118.160.217,122.143.5.23,4506,80,58,1462238132
2589,140.206.182.227,221.192.134.163,22015,80,58,1462238132
1753,101.230.193.51,218.242.102.153,14900,80,58,1462238133
1754,192.168.64.98,180.149.144.107,1577,80,58,1462238133
1755,125.39.211.54,180.166.140.67,8000,34743,36,1462238133
1756,180.166.140.84,113.7.152.171,29175,30192,36,1462238133
1757,218.242.149.112,113.108.23.60,13780,9910,36,1462238133
1758,101.230.193.53,112.80.248.59,50721,80,58,1462238133
1759,183.232.38.220,101.230.193.50,80,44033,58,1462238133
1767,113.142.47.16,12.118.161.174,5222,41216,34,1462238133
1768,12.118.155.72,124.163.220.170,1175,80,58,1462238133
1769,218.242.149.111,121.14.74.192,1742,9910,36,1462238133
1770,119.184.176.193,218.242.149.70,14236,80,58,1462238133
1771,113.7.152.171,180.166.140.84,30192,29175,36,1462238133
1772,117.184.149.132,112.90.143.121,59671,8000,36,1462238133
1773,192.168.91.64,101.227.10.57,45731,80,58,1462238133
2336,180.166.140.84,175.23.86.78,24276,30563,36,1462238133
2337,192.168.2.140,115.239.210.172,57015,80,58,1462238133
2338,101.230.193.53,61.135.186.100,50720,80,58,1462238133
2339,218.242.149.122,111.202.249.25,12454,29919,36,1462238133
2340,125.39.211.54,180.166.140.84,8000,14182,36,1462238133
2341,218.242.149.111,61.135.186.213,9550,80,58,1462238133
2342,27.215.21.126,140.206.182.226,17008,59635,36,1462238133
2343,101.230.193.50,183.232.38.220,44033,80,58,1462238133
1802,218.242.149.112,112.87.43.84,44796,80,58,1462238134
1803,222.66.50.180,119.75.222.18,27087,80,58,1462238134
1804,58.247.9.13,172.28.42.21,47840,161,57,1462238134
1805,222.66.50.182,101.226.68.37,45556,80,58,1462238134
1806,204.42.253.130,116.236.129.36,55963,161,57,1462238134
1817,101.230.193.52,115.239.211.125,2632,80,58,1462238134
1818,36.32.95.22,218.242.149.111,30191,39454,36,1462238134
1819,58.247.9.13,172.28.42.21,47840,161,57,1462238134
1820,101.230.193.55,115.239.210.144,53773,80,58,1462238134
1821,204.42.253.130,116.236.129.36,55963,161,57,1462238134
2344,192.168.53.163,61.151.226.21,16885,80,58,1462238134
2345,192.168.254.53,202.109.115.165,25,42345,62,1462238134
2346,58.247.9.13,172.28.42.21,47840,161,57,1462238134
2347,192.168.6.77,119.75.219.85,10245,80,58,1462238134
2348,204.42.253.130,116.236.129.36,55963,161,57,1462238134
1807,121.40.52.28,12.118.155.49,443,60839,34,1462238135
1808,183.232.42.224,101.230.193.51,80,23000,58,1462238135
1809,140.206.182.226,112.90.143.121,52557,8000,36,1462238135
1810,12.118.144.49,12.118.2.189,1999,135,34,1462238135
1811,171.223.243.1,218.242.149.112,30849,22051,36,1462238135
1812,27.205.53.91,218.242.149.112,30768,55247,36,1462238135
1813,12.118.10.108,12.118.2.189,61087,135,34,1462238135
1822,218.242.149.111,61.183.141.38,46132,30963,36,1462238135
1823,192.168.48.144,119.147.20.75,30671,8000,36,1462238135
1824,101.230.193.51,183.232.42.224,23000,80,58,1462238135
1825,192.168.4.159,123.125.115.38,49707,80,58,1462238135
1826,218.242.149.112,27.205.53.91,55247,30768,36,1462238135
1827,218.242.149.112,58.242.223.248,17605,30047,36,1462238135
1828,101.230.193.53,119.75.219.85,52463,80,58,1462238135
2349,12.118.155.49,121.40.52.28,60839,443,34,1462238135
2350,117.184.149.131,112.90.143.121,37111,8000,36,1462238135
2391,218.242.149.122,111.206.37.104,9777,80,58,1462238135
2392,218.242.149.112,171.223.243.1,22051,30849,36,1462238135
2393,222.66.50.180,119.75.217.109,57266,80,58,1462238135
2394,218.242.149.112,125.39.211.54,22960,8000,36,1462238135
2395,222.66.50.180,182.254.5.162,44977,80,58,1462238135
1814,58.242.223.248,218.242.149.112,30047,17605,36,1462238136
1815,218.242.149.112,36.57.204.14,41273,30972,36,1462238136
1816,12.118.104.71,180.153.126.179,50057,80,58,1462238136
1829,218.242.149.112,183.144.14.217,54584,30820,36,1462238136
1830,218.242.149.112,39.78.7.119,48017,30220,36,1462238136
1859,123.188.234.88,218.242.149.112,30949,14584,36,1462238136
1860,12.118.10.108,12.118.2.190,61095,445,4,1462238136
1861,110.228.157.106,58.247.9.3,30213,38563,36,1462238136
1862,101.230.193.52,113.108.23.60,30423,8000,36,1462238136
1874,218.242.149.122,61.135.186.213,31493,80,58,1462238136
1875,12.118.4.76,12.118.2.201,60459,445,34,1462238136
1876,12.118.2.190,12.118.10.108,445,61095,4,1462238136
1877,101.230.193.55,113.108.23.60,30456,8000,36,1462238136
1878,36.109.215.180,58.247.9.3,30251,5321,36,1462238136
2396,183.144.14.217,218.242.149.112,30820,54584,36,1462238136
2397,218.242.149.112,61.55.137.97,23506,80,58,1462238136
2398,218.242.149.112,123.188.234.88,14584,30949,36,1462238136
2399,12.118.10.108,12.118.2.190,61095,445,34,1462238136
2400,180.166.140.84,119.189.37.30,54743,30851,36,1462238136
2401,58.247.9.3,36.109.215.180,5321,30251,36,1462238136
2402,58.247.9.3,113.108.23.60,44512,9910,36,1462238136
1863,192.168.34.192,220.181.12.100,33721,143,0,1462238137
1864,12.118.4.76,12.118.2.190,60464,445,34,1462238137
1865,58.247.9.3,112.249.50.152,42900,30598,36,1462238137
1866,58.247.9.3,115.217.148.143,19926,30809,36,1462238137
1867,58.247.9.3,122.142.125.223,57890,30490,36,1462238137
1868,58.247.9.3,27.202.110.240,40564,30510,36,1462238137
1869,101.230.193.53,180.163.32.149,22059,80,58,1462238137
1870,218.242.149.122,117.10.0.8,47321,31007,36,1462238137
1871,218.242.149.122,1.56.84.18,59957,4070,36,1462238137
1872,12.118.92.39,115.239.211.112,31932,80,58,1462238137
1873,192.168.64.98,115.239.211.125,1579,80,58,1462238137
1879,12.118.12.60,12.118.2.189,1065,139,4,1462238137
1880,101.226.162.89,222.72.135.151,28026,80,58,1462238137
1881,58.247.9.3,27.192.181.166,4869,30601,36,1462238137
1882,58.247.9.3,119.118.63.27,57387,30363,36,1462238137
1883,58.247.9.3,123.152.42.44,20192,30324,36,1462238137
1884,140.206.182.226,140.206.182.226,36158,36158,36,1462238137
1885,192.168.66.10,178.62.244.152,37377,80,58,1462238137
1886,218.242.149.111,119.188.156.42,32668,80,58,1462238137
1887,183.232.29.248,218.242.149.112,80,20526,58,1462238137
1888,101.230.193.52,112.80.248.66,47020,80,58,1462238137
1988,192.168.17.144,119.147.20.75,31005,8000,36,1462238137
2403,12.118.2.189,12.118.12.60,139,1065,4,1462238137
2404,180.172.226.148,192.168.254.61,34948,80,58,1462238137
2405,58.247.9.3,115.49.15.114,4263,30528,36,1462238137
2448,58.247.9.3,119.177.157.134,34198,30365,36,1462238137
2449,58.247.9.3,115.51.139.66,3728,30961,36,1462238137
2450,12.118.12.60,12.118.2.189,1065,139,16,1462238137
2451,183.9.111.247,218.242.149.111,30323,15375,36,1462238137
2452,117.10.0.8,218.242.149.122,31007,47321,36,1462238137
2453,222.66.50.182,182.254.5.162,50851,80,58,1462238137
2454,58.247.9.13,180.168.41.175,39162,161,57,1462238137
1917,140.206.182.225,140.206.182.237,0,0,18,1462238138
1918,58.247.9.13,163.177.66.143,9714,8000,36,1462238138
1919,12.118.176.24,114.80.14.13,4495,1862,34,1462238138
1920,42.62.59.195,192.168.2.9,80,1176,58,1462238138
1921,192.168.6.168,61.164.153.95,57346,80,58,1462238138
1931,125.39.211.54,218.242.149.122,8000,43921,36,1462238138
1932,140.206.182.226,125.39.211.54,18415,8000,36,1462238138
1933,192.168.2.140,115.239.210.82,57016,80,58,1462238138
1934,12.118.32.32,115.239.211.125,53463,80,58,1462238138
1935,192.168.2.9,180.138.37.100,8000,20583,36,1462238138
2455,192.168.110.111,115.239.210.172,58794,80,58,1462238138
2456,58.247.9.1,58.247.9.55,0,0,18,1462238138
2457,12.118.198.35,12.118.2.189,3504,445,34,1462238138
2458,101.230.193.53,101.227.131.50,8640,80,58,1462238138
2459,222.66.50.181,119.147.20.75,30947,8000,36,1462238138
2460,12.118.166.110,61.151.186.16,27991,80,58,1462238138
1922,101.230.193.53,113.207.2.69,58481,80,58,1462238139
1923,27.192.181.166,58.247.9.3,30601,4869,36,1462238139
1924,119.118.63.27,58.247.9.3,30363,57387,36,1462238139
1925,101.230.193.51,123.125.115.188,49928,80,58,1462238139
1926,192.168.54.160,113.108.23.60,30266,8000,36,1462238139
1927,101.230.193.50,218.75.34.90,50173,7002,58,1462238139
1928,27.202.110.240,58.247.9.3,30510,40564,36,1462238139
1929,222.66.50.180,124.160.62.40,50171,7002,58,1462238139
1930,12.118.81.91,117.144.242.122,58495,80,58,1462238139
1936,61.152.219.221,61.152.219.193,0,0,18,1462238139
1937,218.242.149.122,140.206.160.207,0,0,33,1462238139
1938,218.242.149.122,61.55.137.96,30140,80,58,1462238139
1939,222.66.50.181,123.125.115.38,49370,80,58,1462238139
1940,192.168.30.247,180.149.144.107,15680,80,58,1462238139
1941,119.177.157.134,58.247.9.3,30365,34198,36,1462238139
1942,12.118.73.100,12.118.2.201,52440,135,34,1462238139
1943,192.168.2.9,42.62.20.200,1195,80,58,1462238139
1944,101.230.193.52,140.207.205.39,0,0,33,1462238139
2461,112.249.50.152,58.247.9.3,30598,42900,36,1462238139
2462,101.230.193.51,112.80.248.59,1399,80,58,1462238139
2505,12.118.7.137,115.239.210.164,2621,80,58,1462238139
2506,192.168.20.6,115.239.210.144,51884,80,58,1462238139
2507,12.118.10.54,115.239.210.82,52610,80,58,1462238139
2508,115.51.139.66,58.247.9.3,30961,3728,36,1462238139
2509,12.118.2.170,12.118.2.110,0,0,18,1462238139
2510,192.168.2.9,125.88.149.7,1199,80,58,1462238139
2511,12.118.185.60,115.239.211.125,51801,80,58,1462238139
1945,192.168.2.9,42.62.68.110,1204,80,58,1462238140
1974,192.168.2.9,114.80.190.121,1178,80,58,1462238140
1975,101.230.193.51,180.149.144.107,1932,80,58,1462238140
1976,222.66.50.180,113.207.2.69,58125,80,58,1462238140
1977,12.118.162.35,115.239.210.144,51894,80,58,1462238140
1978,140.206.182.225,140.206.182.230,0,0,18,1462238140
1979,222.66.50.181,218.59.186.76,1378,80,58,1462238140
1980,58.247.9.3,32.2.82.66,52234,161,57,1462238140
1981,101.230.193.52,113.6.237.100,4076,80,58,1462238140
1982,218.242.149.111,14.220.124.205,38060,30837,36,1462238140
1989,192.168.2.11,180.149.144.107,51003,80,58,1462238140
1990,12.118.62.104,115.239.211.125,1454,80,58,1462238140
1991,218.242.149.112,123.125.115.188,38203,80,58,1462238140
1992,115.56.107.134,218.242.149.111,30303,3056,36,1462238140
1993,58.247.9.17,163.177.66.143,26126,8000,36,1462238140
1994,58.247.9.3,32.2.82.66,52234,161,57,1462238140
1995,101.230.193.55,119.75.217.109,50422,80,58,1462238140
1996,60.6.185.219,218.242.149.111,30712,27697,36,1462238140
2512,12.118.106.204,140.207.62.107,34017,80,58,1462238140
2513,192.168.2.11,115.239.211.125,51004,80,58,1462238140
2514,12.118.28.158,180.149.144.107,51519,80,58,1462238140
2515,180.166.140.67,112.90.143.121,31887,8000,36,1462238140
2516,222.66.50.181,61.135.186.100,1845,80,58,1462238140
2517,58.247.9.3,32.2.82.66,52234,161,57,1462238140
2518,222.66.50.181,119.75.219.121,1361,80,58,1462238140
2519,175.1.7.182,218.242.149.111,30862,56442,36,1462238140
1983,180.153.197.58,192.168.254.93,33728,80,58,1462238141
1984,192.168.2.9,14.18.236.182,1221,80,58,1462238141
1985,27.210.6.198,180.166.140.84,30389,26923,36,1462238141
1986,183.232.42.230,101.230.193.52,80,7983,58,1462238141
1987,116.228.110.26,116.236.129.54,57750,21,34,1462238141
1997,192.168.12.201,123.125.115.112,52850,80,58,1462238141
1998,192.168.92.198,221.192.134.163,49730,80,58,1462238141
1999,58.247.9.1,58.247.9.41,0,0,18,1462238141
2000,12.118.28.53,180.97.177.58,1027,80,58,1462238141
2001,61.152.219.222,61.152.219.216,0,0,18,1462238141
2031,61.152.219.210,61.152.219.222,0,12260,36,1462238141
2032,204.42.253.130,116.236.129.36,55963,161,57,1462238141
2033,192.168.48.116,115.239.210.172,54324,80,58,1462238141
2046,61.152.219.222,210.14.72.3,1138,7709,34,1462238141
2047,61.152.219.222,169.254.169.182,53794,161,57,1462238141
2048,175.150.71.173,218.242.149.111,30564,37898,36,1462238141
2562,192.168.30.247,115.239.211.125,15744,80,58,1462238141
2563,192.168.2.9,61.190.112.71,1211,80,58,1462238141
2564,192.168.2.9,125.88.149.10,1229,80,58,1462238141
2565,12.118.223.2,12.118.223.104,0,0,18,1462238141
2566,101.230.193.52,183.232.42.230,7983,80,58,1462238141
2567,58.247.9.3,61.135.186.96,22708,80,58,1462238141
2568,61.152.219.222,169.254.169.182,53794,161,57,1462238141
2569,61.152.219.222,169.254.169.182,53794,161,57,1462238141
2034,222.66.50.180,112.80.248.66,61794,80,58,1462238142
2035,180.166.140.84,125.95.125.194,26970,11348,36,1462238142
2036,116.228.110.26,116.236.129.54,57768,21,34,1462238142
2037,12.118.104.52,61.164.153.93,4210,80,58,1462238142
2049,12.118.2.253,12.118.2.36,0,0,18,1462238142
2050,180.166.140.67,111.206.37.178,34129,80,58,1462238142
2051,101.230.193.52,123.125.70.59,2611,80,58,1462238142
2570,117.184.149.133,112.90.143.121,55523,8000,36,1462238142
2571,222.173.56.25,12.118.70.225,5222,43522,34,1462238142
2572,180.166.140.68,111.206.37.178,19883,80,58,1462238142
2573,12.118.198.60,12.118.2.190,3173,445,34,1462238142
1718,101.230.193.51,113.207.2.69,63616,80,58,1462238143
1719,101.230.193.50,218.75.34.90,50173,7002,58,1462238143
1720,218.242.149.111,117.87.248.6,18505,30290,36,1462238143
1721,101.230.193.52,101.227.209.238,10251,80,58,1462238143
1722,101.230.193.55,113.207.2.69,52412,80,58,1462238143
1723,222.66.50.182,119.75.217.109,40822,80,58,1462238143
1724,12.118.185.52,58.220.12.49,3684,80,58,1462238143
1725,101.230.193.50,119.147.20.75,30449,8000,36,1462238143
1726,101.230.193.51,119.147.20.75,30299,8000,36,1462238143
1727,101.230.193.53,119.147.20.75,30611,8000,36,1462238143
1728,101.230.193.55,119.147.20.75,31007,8000,36,1462238143
1729,222.66.50.182,119.147.20.75,30434,8000,36,1462238143
1730,101.231.51.38,101.230.193.38,54798,21,49,1462238143
1731,101.230.193.50,119.75.219.85,1088,80,58,1462238143
1774,101.230.193.51,61.135.186.100,12709,80,58,1462238143
1775,101.230.193.51,119.75.219.121,53576,80,58,1462238143
1776,101.230.193.51,182.254.5.162,44059,80,58,1462238143
1777,101.230.193.52,123.125.115.188,18663,80,58,1462238143
1831,101.230.193.50,113.207.2.69,63840,80,58,1462238143
1832,101.230.193.51,119.75.217.109,40133,80,58,1462238143
1833,101.230.193.52,113.207.2.69,31460,80,58,1462238143
1834,101.230.193.55,61.164.153.98,3998,80,58,1462238143
1835,222.66.50.180,124.160.62.40,50171,7002,58,1462238143
1836,101.231.51.38,101.230.193.38,54785,21,34,1462238143
1837,101.230.193.51,113.108.23.60,30224,8000,36,1462238143
1838,101.230.193.53,113.108.23.60,30797,8000,36,1462238143
1839,101.230.193.52,113.108.23.60,30423,8000,36,1462238143
1840,140.206.182.226,27.215.21.126,59635,17008,36,1462238143
1841,222.66.50.181,113.108.23.60,30583,8000,36,1462238143
1842,101.230.193.55,180.96.12.182,52071,8601,34,1462238143
1843,101.230.193.53,123.125.115.38,50482,80,58,1462238143
1844,101.230.193.51,61.135.186.213,50089,80,58,1462238143
1889,101.230.193.51,101.227.160.124,10601,80,58,1462238143
1890,101.230.193.51,119.75.219.85,19504,80,58,1462238143
1891,101.230.193.51,123.125.115.112,51057,80,58,1462238143
1892,101.230.193.52,101.227.131.50,47698,80,58,1462238143
2038,12.118.185.52,58.254.134.139,3679,80,58,1462238143
2039,12.118.185.52,121.9.209.188,3681,80,58,1462238143
2040,12.118.2.253,12.118.2.170,0,0,18,1462238143
2052,61.152.219.210,61.152.219.222,0,12260,36,1462238143
2053,12.118.167.66,115.239.210.82,41542,80,58,1462238143
2054,180.166.140.67,121.14.74.192,29555,9910,36,1462238143
2055,222.66.50.181,61.164.153.95,1139,80,58,1462238143
2056,101.230.193.50,143.166.135.105,50061,80,58,1462238143
2057,101.230.193.52,61.164.153.94,1607,80,58,1462238143
2058,117.87.248.6,218.242.149.111,30290,18505,36,1462238143
2059,222.66.50.180,61.164.153.93,51216,80,58,1462238143
2103,222.66.50.180,113.207.2.69,58125,80,58,1462238143
2104,222.66.50.183,113.207.2.69,60491,80,58,1462238143
2105,101.230.193.53,218.59.186.76,0,0,33,1462238143
2106,101.230.193.50,113.108.23.60,30850,8000,36,1462238143
2107,101.230.193.52,119.147.20.75,30456,8000,36,1462238143
2108,222.66.50.182,113.108.23.60,30902,8000,36,1462238143
2109,101.230.193.55,113.108.23.60,30456,8000,36,1462238143
2110,101.230.193.50,114.80.234.195,50335,80,34,1462238143
2111,222.66.50.180,222.66.50.161,51989,161,57,1462238143
2112,101.230.193.50,119.75.219.121,43522,80,58,1462238143
2113,101.230.193.51,101.226.49.123,28589,80,58,1462238143
2114,101.230.193.51,112.80.248.66,50397,80,58,1462238143
2115,101.230.193.51,123.125.115.38,51992,80,58,1462238143
2116,101.230.193.52,123.125.115.38,1912,80,58,1462238143
2574,12.118.44.47,12.118.2.190,62627,135,34,1462238143
2575,12.118.173.60,115.239.210.144,51025,80,58,1462238143
2576,12.118.30.82,112.65.206.85,62453,8020,58,1462238143
1732,222.66.50.183,101.227.160.124,18580,80,58,1462238144
1733,101.230.193.52,58.67.203.228,11548,80,58,1462238144
1734,183.232.40.146,101.230.193.52,80,11550,58,1462238144
1735,222.66.50.180,61.135.186.100,52561,80,58,1462238144
1736,218.242.149.111,36.32.95.22,39454,30191,36,1462238144
1737,101.230.193.53,123.125.115.112,50489,80,58,1462238144
1738,169.254.135.191,169.254.135.191,0,0,18,1462238144
1739,101.230.193.52,115.239.211.125,2632,80,58,1462238144
1740,101.231.51.38,101.230.193.38,56403,21,34,1462238144
1741,222.66.50.181,122.225.112.41,13286,80,58,1462238144
1742,101.230.193.52,123.125.115.112,3590,80,58,1462238144
1778,101.230.193.52,61.155.138.151,11790,80,58,1462238144
1779,101.230.193.52,115.239.211.125,2632,80,58,1462238144
1780,101.230.193.52,123.125.115.130,2948,80,58,1462238144
1781,101.230.193.53,61.135.186.213,1153,80,58,1462238144
1782,101.230.193.53,112.80.248.59,50721,80,58,1462238144
1783,222.66.50.180,61.135.186.213,1079,80,58,1462238144
1784,101.230.193.55,61.135.186.213,61630,80,58,1462238144
1785,101.230.193.55,123.125.115.130,51411,80,58,1462238144
1786,222.66.50.181,122.225.112.41,13241,80,58,1462238144
1787,222.66.50.182,123.125.115.112,51449,80,58,1462238144
1893,101.230.193.52,119.75.219.85,1669,80,58,1462238144
1894,101.230.193.52,123.125.70.59,2611,80,58,1462238144
1895,101.230.193.52,182.254.5.162,62527,80,58,1462238144
1896,101.230.193.53,101.226.49.123,29807,80,58,1462238144
1897,101.230.193.53,123.125.115.112,1831,80,58,1462238144
1898,101.230.193.55,119.75.219.121,3474,80,58,1462238144
1899,101.230.193.55,182.254.5.162,58620,80,58,1462238144
1900,222.66.50.181,61.135.186.100,1845,80,58,1462238144
